Location,Restaurant Name,Lat,Lng,Review
Toronto Yorkville,Dynasty Chinese Cuisine,43.67109900054041,-79.39101479999998,1
Toronto Yorkville,Dynasty Chinese Cuisine,43.67109900054041,-79.39101479999998,1
Toronto Yorkville,Dynasty Chinese Cuisine,43.67109900054041,-79.39101479999998,2
Toronto Yorkville,Dynasty Chinese Cuisine,43.67109900054041,-79.39101479999998,1
Toronto Yorkville,Dynasty Chinese Cuisine  (Last Straw Distillery),43.67104900054041,-79.39083199999999,3
Toronto Yorkville,Dynasty Chinese Cuisine  (Last Straw Distillery),43.67104900054041,-79.39083199999999,1
Toronto Yorkville,Dynasty Chinese Cuisine  (Last Straw Distillery),43.67104900054041,-79.39083199999999,1
Toronto Yorkville,Dynasty Chinese Cuisine  (Last Straw Distillery),43.67104900054041,-79.39083199999999,2
Toronto Yorkville,Dynasty Chinese Cuisine  (Last Straw Distillery),43.67104900054041,-79.39083199999999,1
Toronto Yorkville,Freshii,43.67062000054043,-79.390095,5
Toronto Yorkville,Freshii,43.67062000054043,-79.390095,2
Toronto Yorkville,Freshii,43.67062000054043,-79.390095,1
Toronto Yorkville,Freshii,43.67062000054043,-79.390095,1
Toronto Yorkville,Freshii,43.67062000054043,-79.390095,4
Toronto Yorkville,Eataly Toronto,43.66967140054042,-79.3887524,5
Toronto Yorkville,Eataly Toronto,43.66967140054042,-79.3887524,1
Toronto Yorkville,Eataly Toronto,43.66967140054042,-79.3887524,2
Toronto Yorkville,Eataly Toronto,43.66967140054042,-79.3887524,5
Toronto Yorkville,Eataly Toronto,43.66967140054042,-79.3887524,3
Toronto Yorkville,Druxy's ROM Cafe,43.66754470054045,-79.394906,2
Toronto Yorkville,Druxy's ROM Cafe,43.66754470054045,-79.394906,5
Toronto Yorkville,Druxy's ROM Cafe,43.66754470054045,-79.394906,2
Toronto Yorkville,Druxy's ROM Cafe,43.66754470054045,-79.394906,5
Toronto Yorkville,Druxy's ROM Cafe,43.66754470054045,-79.394906,3
Toronto Airport,Lee Kitchen,43.676705900540334,-79.61250599999998,1
Toronto Airport,Lee Kitchen,43.676705900540334,-79.61250599999998,1
Toronto Airport,Lee Kitchen,43.676705900540334,-79.61250599999998,1
Toronto Airport,Lee Kitchen,43.676705900540334,-79.61250599999998,2
Toronto Airport,Lee Kitchen,43.676705900540334,-79.61250599999998,4
Ottawa City Centre,Bier Markt,45.42171750042253,-75.69969799999998,5
Ottawa City Centre,Bier Markt,45.42171750042253,-75.69969799999998,4
Ottawa City Centre,Bier Markt,45.42171750042253,-75.69969799999998,1
Ottawa City Centre,Bier Markt,45.42171750042253,-75.69969799999998,5
Ottawa City Centre,Bier Markt,45.42171750042253,-75.69969799999998,1
